movieId,review
250,"Great movie, really enjoyed it."
251,"It was decent, not bad."
252,"Great movie, really enjoyed it."
253,"It was decent, not bad."
254,"It was decent, not bad."
256,"It was decent, not bad."
257,Absolutely loved it!
258,"It was decent, not bad."
261,"Great movie, really enjoyed it."
262,Absolutely loved it!
265,"It was decent, not bad."
266,"It was decent, not bad."
267,"It was decent, not bad."
270,"It was decent, not bad."
271,"Great movie, really enjoyed it."
273,"It was decent, not bad."
274,"Great movie, really enjoyed it."
276,"Great movie, really enjoyed it."
277,Absolutely loved it!
279,"It was decent, not bad."
281,"Great movie, really enjoyed it."
282,"It was decent, not bad."
288,"Not great, could be better."
289,"It was decent, not bad."
291,"It was decent, not bad."
292,"Great movie, really enjoyed it."
293,"It was decent, not bad."
296,"Not great, could be better."
302,"It was decent, not bad."
303,"It was decent, not bad."
304,"Great movie, really enjoyed it."
310,"It was decent, not bad."
312,Didn't like it at all.
313,"It was decent, not bad."
314,Absolutely loved it!
315,"Great movie, really enjoyed it."
316,Absolutely loved it!
317,"Great movie, really enjoyed it."
318,Absolutely loved it!
327,Didn't like it at all.
329,"Great movie, really enjoyed it."
330,"It was decent, not bad."
332,"It was decent, not bad."
333,Absolutely loved it!
336,"It was decent, not bad."
337,Absolutely loved it!
339,"Great movie, really enjoyed it."
340,"Great movie, really enjoyed it."
342,"It was decent, not bad."
343,"It was decent, not bad."
344,"It was decent, not bad."
347,"It was decent, not bad."
348,"It was decent, not bad."
349,Absolutely loved it!
350,Absolutely loved it!
351,"Great movie, really enjoyed it."
352,"It was decent, not bad."
353,"Great movie, really enjoyed it."
354,"Great movie, really enjoyed it."
355,"Great movie, really enjoyed it."
356,Absolutely loved it!
357,"It was decent, not bad."
358,"It was decent, not bad."
359,"It was decent, not bad."
360,"It was decent, not bad."
361,"Great movie, really enjoyed it."
362,"It was decent, not bad."
364,Absolutely loved it!
366,"It was decent, not bad."
367,"Great movie, really enjoyed it."
368,Absolutely loved it!
370,"Great movie, really enjoyed it."
371,"It was decent, not bad."
374,"It was decent, not bad."
377,Absolutely loved it!
378,"It was decent, not bad."
380,"Great movie, really enjoyed it."
381,"It was decent, not bad."
382,"It was decent, not bad."
383,"It was decent, not bad."
405,"It was decent, not bad."
410,"It was decent, not bad."
412,"It was decent, not bad."
415,"Great movie, really enjoyed it."
416,"It was decent, not bad."
419,"It was decent, not bad."
426,"It was decent, not bad."
432,Absolutely loved it!
434,"Great movie, really enjoyed it."
435,"It was decent, not bad."
437,"It was decent, not bad."
440,"Great movie, really enjoyed it."
445,"It was decent, not bad."
450,"Great movie, really enjoyed it."
454,"Great movie, really enjoyed it."
455,"It was decent, not bad."
457,Absolutely loved it!
458,"It was decent, not bad."
460,"It was decent, not bad."
466,"Not great, could be better."
468,"Great movie, really enjoyed it."
469,"Great movie, really enjoyed it."
472,"It was decent, not bad."
474,"Great movie, really enjoyed it."
475,"Great movie, really enjoyed it."
477,"Great movie, really enjoyed it."
480,Absolutely loved it!
485,"It was decent, not bad."
489,"It was decent, not bad."
490,"It was decent, not bad."
491,"Great movie, really enjoyed it."
493,"It was decent, not bad."
494,"It was decent, not bad."
497,"It was decent, not bad."
500,Absolutely loved it!
502,"It was decent, not bad."
505,"It was decent, not bad."
508,"Great movie, really enjoyed it."
509,"It was decent, not bad."
510,"It was decent, not bad."
515,"Great movie, really enjoyed it."
516,"Great movie, really enjoyed it."
520,"It was decent, not bad."
524,"It was decent, not bad."
527,"It was decent, not bad."
531,"It was decent, not bad."
532,"It was decent, not bad."
536,"It was decent, not bad."
537,"It was decent, not bad."
539,"It was decent, not bad."
540,"It was decent, not bad."
542,"Great movie, really enjoyed it."
543,"It was decent, not bad."
546,"Not great, could be better."
548,"It was decent, not bad."
552,"It was decent, not bad."
553,Absolutely loved it!
569,"Great movie, really enjoyed it."
575,"It was decent, not bad."
587,Absolutely loved it!
588,Absolutely loved it!
589,"It was decent, not bad."
590,Absolutely loved it!
592,"It was decent, not bad."
593,"Great movie, really enjoyed it."
594,"Great movie, really enjoyed it."
595,Absolutely loved it!
596,"It was decent, not bad."
597,"Great movie, really enjoyed it."
606,"It was decent, not bad."
608,"It was decent, not bad."
609,"Great movie, really enjoyed it."
616,Absolutely loved it!
628,"It was decent, not bad."
631,"Great movie, really enjoyed it."
637,"Great movie, really enjoyed it."
640,Didn't like it at all.
647,"Great movie, really enjoyed it."
662,"It was decent, not bad."
667,"It was decent, not bad."
694,"It was decent, not bad."
697,"It was decent, not bad."
700,"Great movie, really enjoyed it."
704,"It was decent, not bad."
708,"Great movie, really enjoyed it."
709,Absolutely loved it!
710,"It was decent, not bad."
711,"Great movie, really enjoyed it."
719,"Not great, could be better."
736,Absolutely loved it!
747,"It was decent, not bad."
762,Didn't like it at all.
765,"It was decent, not bad."
775,"It was decent, not bad."
780,Absolutely loved it!
783,Absolutely loved it!
795,"It was decent, not bad."
799,"It was decent, not bad."
801,"It was decent, not bad."
802,"Great movie, really enjoyed it."
818,"It was decent, not bad."
830,Absolutely loved it!
835,"Great movie, really enjoyed it."
837,"It was decent, not bad."
838,"Great movie, really enjoyed it."
839,"It was decent, not bad."
842,"It was decent, not bad."
848,"Great movie, really enjoyed it."
852,"Great movie, really enjoyed it."
867,"It was decent, not bad."
880,"It was decent, not bad."
881,"It was decent, not bad."
888,"It was decent, not bad."
891,"It was decent, not bad."
979,"It was decent, not bad."
981,"It was decent, not bad."
986,"Great movie, really enjoyed it."
991,"Great movie, really enjoyed it."
996,"Great movie, really enjoyed it."
999,"Not great, could be better."
1004,"Great movie, really enjoyed it."
1006,"Great movie, really enjoyed it."
1042,"It was decent, not bad."
1049,Absolutely loved it!
1061,"Great movie, really enjoyed it."
1064,"Great movie, really enjoyed it."
1073,"It was decent, not bad."
1082,"Great movie, really enjoyed it."
1084,"It was decent, not bad."
1,Absolutely loved it!
50,Absolutely loved it!
58,"It was decent, not bad."
150,Absolutely loved it!
165,"Great movie, really enjoyed it."
260,Absolutely loved it!
356,Absolutely loved it!
380,"It was decent, not bad."
466,Absolutely loved it!
480,Absolutely loved it!
587,"Not great, could be better."
588,"It was decent, not bad."
589,"Not great, could be better."
592,"It was decent, not bad."
593,Absolutely loved it!
595,"It was decent, not bad."
648,"Great movie, really enjoyed it."
750,"Great movie, really enjoyed it."
780,Absolutely loved it!
920,"It was decent, not bad."
924,"Great movie, really enjoyed it."
1101,"Great movie, really enjoyed it."
1183,Didn't like it at all.
1196,"Great movie, really enjoyed it."
1208,"Great movie, really enjoyed it."
1210,"Great movie, really enjoyed it."
1219,Absolutely loved it!
1220,Absolutely loved it!
1240,Absolutely loved it!
1246,Didn't like it at all.
1270,Absolutely loved it!
1517,"It was decent, not bad."
1584,Absolutely loved it!
1610,"Great movie, really enjoyed it."
1617,"It was decent, not bad."
1682,"It was decent, not bad."
1784,Didn't like it at all.
1917,"Great movie, really enjoyed it."
1923,Didn't like it at all.
1954,Absolutely loved it!
2019,Absolutely loved it!
2324,"Not great, could be better."
2353,"It was decent, not bad."
2529,Absolutely loved it!
2628,Didn't like it at all.
2640,"It was decent, not bad."
2671,Absolutely loved it!
2683,"Not great, could be better."
2688,"Not great, could be better."
2701,Didn't like it at all.
2717,"It was decent, not bad."
2762,Absolutely loved it!
2858,"Great movie, really enjoyed it."
3114,Absolutely loved it!
3354,Didn't like it at all.
3408,Absolutely loved it!
3578,Didn't like it at all.
3623,Didn't like it at all.
3793,"It was decent, not bad."
3869,Absolutely loved it!
3916,"Great movie, really enjoyed it."
3977,"Not great, could be better."
3994,"It was decent, not bad."
4018,"Great movie, really enjoyed it."
4223,"Not great, could be better."
4246,"Not great, could be better."
4306,"Great movie, really enjoyed it."
4310,Didn't like it at all.
4370,Absolutely loved it!
4643,Didn't like it at all.
4700,Didn't like it at all.
4844,Didn't like it at all.
4874,"It was decent, not bad."
4886,"Great movie, really enjoyed it."
4896,"Great movie, really enjoyed it."
4963,"Great movie, really enjoyed it."
4993,Absolutely loved it!
4995,Absolutely loved it!
5218,"It was decent, not bad."
5349,"It was decent, not bad."
5378,Didn't like it at all.
5445,"Great movie, really enjoyed it."
5459,"It was decent, not bad."
5464,"It was decent, not bad."
5502,Didn't like it at all.
5618,Absolutely loved it!
5816,Absolutely loved it!
5952,Absolutely loved it!
5989,"Great movie, really enjoyed it."
5991,Absolutely loved it!
6333,"Great movie, really enjoyed it."
6365,"Great movie, really enjoyed it."
6534,Didn't like it at all.
6539,Absolutely loved it!
6863,Absolutely loved it!
6934,"Not great, could be better."
7143,Absolutely loved it!
7153,"Great movie, really enjoyed it."
7155,"It was decent, not bad."
7445,"Great movie, really enjoyed it."
8207,Absolutely loved it!
8360,"It was decent, not bad."
8368,"Not great, could be better."
8373,"Not great, could be better."
8528,Absolutely loved it!
8636,Absolutely loved it!
8665,"It was decent, not bad."
8666,Didn't like it at all.
